[0.0, 3.5, 15.25, 5.75, 7.0999999999999996, 5.75, 3.8999999999999999, 9.6500000000000004, 12.25, 4.0, 15.9, 13.85] 12
[3.5, 0.0, 18.75, 7.25, 3.6000000000000001, 5.75, 0.59999999999999998, 6.1500000000000004, 8.75, 3.5, 12.4, 10.35] 12
[15.25, 18.75, 0.0, 11.5, 22.350000000000001, 20.5, 19.149999999999999, 24.899999999999999, 27.5, 19.25, 31.149999999999999, 29.100000000000001] 12
[5.75, 7.25, 11.5, 0.0, 10.85, 11.5, 7.6500000000000004, 13.4, 16.0, 9.25, 19.649999999999999, 17.600000000000001] 12
[7.0999999999999996, 3.6000000000000001, 22.350000000000001, 10.85, 0.0, 2.3500000000000001, 3.2000000000000002, 2.5499999999999998, 5.1500000000000004, 3.1000000000000001, 8.8000000000000007, 6.75] 12
[5.75, 5.75, 20.5, 11.5, 2.3500000000000001, 0.0, 5.1500000000000004, 4.9000000000000004, 7.0, 2.25, 10.65, 8.5999999999999996] 12
[3.8999999999999999, 0.59999999999999998, 19.149999999999999, 7.6500000000000004, 3.2000000000000002, 5.1500000000000004, 0.0, 5.75, 8.3499999999999996, 2.8999999999999999, 12.0, 9.9499999999999993] 12
[9.6500000000000004, 6.1500000000000004, 24.899999999999999, 13.4, 2.5499999999999998, 4.9000000000000004, 5.75, 0.0, 2.6000000000000001, 5.6500000000000004, 6.25, 4.2000000000000002] 12
[12.25, 8.75, 27.5, 16.0, 5.1500000000000004, 7.0, 8.3499999999999996, 2.6000000000000001, 0.0, 8.25, 3.6499999999999999, 1.6000000000000001] 12
[4.0, 3.5, 19.25, 9.25, 3.1000000000000001, 2.25, 2.8999999999999999, 5.6500000000000004, 8.25, 0.0, 11.9, 9.8499999999999996] 12
[15.9, 12.4, 31.149999999999999, 19.649999999999999, 8.8000000000000007, 10.65, 12.0, 6.25, 3.6499999999999999, 11.9, 0.0, 2.0499999999999998] 12
[13.85, 10.35, 29.100000000000001, 17.600000000000001, 6.75, 8.5999999999999996, 9.9499999999999993, 4.2000000000000002, 1.6000000000000001, 9.8499999999999996, 2.0499999999999998, 0.0] 12
